0 10 273 44 0.00269852
1 20 273 44 0.0274321
2 30 273 44 0.0890633
3 40 273 44 0.171056
4 50 273.003 44 0.260196
5 60 273.01 44 0.354244
6 70 273.023 44 0.44949
7 80 273.045 44 0.54554
8 90 273.076 44 0.641458
9 100 273.118 44 0.736934
10 110 273.169 44 0.83179
11 120 273.231 44 0.925738
12 130 273.303 44 1.01879
13 140 273.385 44 1.11073
14 150 273.478 44 1.20159
15 160 273.58 44 1.29125
16 170 273.692 44 1.37974
17 180 273.812 44 1.46699
18 190 273.941 44 1.55302
19 200 274.078 44 1.63782
20 210 274.222 44 1.72141
21 220 274.373 44 1.80379
22 230 274.531 44 1.88498
23 240 274.695 44 1.96502
24 250 274.864 44 2.04392
25 260 275.038 44 2.12172
26 270 275.217 44 2.19844
27 280 275.401 44 2.27412
28 290 275.588 44 2.34879
29 300 275.779 44 2.42248
30 310 275.973 44 2.49523
31 320 276.17 44 2.56706
32 330 276.369 44 2.638
33 340 276.571 44 2.70809
34 350 276.775 44 2.77736
35 360 276.98 44 2.84583
36 370 277.187 44 2.91352
37 380 277.395 44 2.98047
38 390 277.605 44 3.0467
39 400 277.815 44 3.11222
40 410 278.026 44 3.17707
41 420 278.238 44 3.24127
42 430 278.45 44 3.30482
43 440 278.662 44 3.36776
44 450 278.875 44 3.4301
45 460 279.087 44 3.49186
46 470 279.3 44 3.55304
47 480 279.512 44 3.61368
48 490 279.724 44 3.67377
49 500 279.936 44 3.73334
50 510 280.147 44 3.79239
51 520 280.358 44 3.85094
52 530 280.568 44 3.909
53 540 280.778 44 3.96657
54 550 280.986 44 4.02368
55 560 281.195 44 4.08032
56 570 281.402 44 4.13651
57 580 281.608 44 4.19226
58 590 281.814 44 4.24756
59 600 282.019 44 4.30244
60 610 282.223 44 4.3569
61 620 282.425 44 4.41093
62 630 282.627 44 4.46456
63 640 282.828 44 4.51778
64 650 283.028 44 4.57061
65 660 283.227 44 4.62304
66 670 283.424 44 4.67509
67 680 283.621 44 4.72675
68 690 283.816 44 4.77803
69 700 284.011 44 4.82894
70 710 284.204 44 4.87949
71 720 284.396 44 4.92966
72 730 284.587 44 4.97948
73 740 284.777 44 5.02894
74 750 284.966 44 5.07805
75 760 285.153 44 5.1268
76 770 285.34 44 5.17521
77 780 285.525 44 5.22328
78 790 285.709 44 5.27101
